,file,L,a,b
0,images//12543290_743782945758728_2050232560_n.png,43.423874460481215,1.6039437711570077,2.801260863037986
1,images//929215_352643904900366_812094193_n-9-1089.png,54.04716775245417,8.768161284267093,15.891455045245833
2,images//17267774_227185591020106_4151870126842445824_n.png,53.456437702199565,5.778412632967392,3.0365063200170592
3,images//11282781_107601682906321_284282954_n.png,57.42835793665755,6.698476741157084,-11.180894535621174
4,images//929215_352643904900366_812094193_n-9-307.png,43.733875701861734,3.814922912349485,-10.70492164997765
5,images//12552336_915909268484983_752663590_n.png,58.5712942057327,25.654260076349853,37.364908141559226
6,images//929215_352643904900366_812094193_n-9-461.png,39.12301770456868,-0.16879648316372253,-2.7288984893092745
7,images//12357846_1662572590694226_1096579538_n.png,34.08008959285782,8.627111537514173,18.966630395469956
8,images//929215_352643904900366_812094193_n-9-475.png,48.29998252006665,8.399066848757613,8.750770016401349
9,images//929215_352643904900366_812094193_n-9-313.png,58.58600910229947,4.7454134976314055,13.385885120876935
10,images//929215_352643904900366_812094193_n-9-1062.png,68.33755751522884,2.4622076938719486,6.383354539893328
11,images//929215_352643904900366_812094193_n-9-449.png,17.794215518277113,6.019777202978728,-15.838826437244936
12,images//929215_352643904900366_812094193_n-9-878.png,77.02061456683464,0.9012327898086174,-5.363482719679128
13,images//12237523_902749193137779_1137826535_n.png,38.88351708915454,15.4542815511898,34.80704838648968
14,images//929215_352643904900366_812094193_n-9-844.png,57.7710246669435,42.04370648895345,41.66579948238127
15,images//929215_352643904900366_812094193_n-9-850.png,58.68809957675414,-2.739802526905339,11.356761795915299
16,images//929215_352643904900366_812094193_n-9-663.png,53.394876900737245,-2.267671302473042,5.139026768800333
17,images//14276456_131937690593508_2078490163_n.png,38.4315091144493,3.6342205485232255,6.3701942615444205
18,images//929215_352643904900366_812094193_n-9-105.png,37.02463825423992,10.802155224216458,-11.55968847627
19,images//929215_352643904900366_812094193_n-9-1274.png,44.26431960550645,-1.6485147236353492,9.504606849954916
20,images//929215_352643904900366_812094193_n-9-1260.png,40.6871868404278,0.8689857825285994,2.838094545896506
21,images//18161727_275415869586282_5994828314244546560_n.png,60.57863518644878,22.94710061021242,22.502635479265535
22,images//929215_352643904900366_812094193_n-9-111.png,55.26939818436624,-2.6616559282053665,2.0573539285880447
23,images//929215_352643904900366_812094193_n-9-677.png,43.87279758157629,0.06842223037995095,8.673796380601225
24,images//929215_352643904900366_812094193_n-9-887.png,67.21782532693246,6.914049677391618,0.6021423889823356
25,images//929215_352643904900366_812094193_n-9-1248.png,44.78898050311328,-5.393685779122327,3.6888620839876984
26,images//929215_352643904900366_812094193_n-9-139.png,61.021327928350864,-0.7768618389991062,9.548234884027213
27,images//929215_352643904900366_812094193_n-9-893.png,61.86017873365786,22.12305240845499,25.468799628426968
28,images//30079464_435691103535567_2761379614428233728_n.png,38.095899828485706,5.1284722012732455,7.907550986301991
29,images//929215_352643904900366_812094193_n-9-918.png,54.22113704983061,-7.801034723417173,-1.7679038448897948
30,images//929215_352643904900366_812094193_n-9-930.png,49.15289522254223,-5.5468590060812755,20.947075526979233
31,images//929215_352643904900366_812094193_n-9-53.png,44.521861650155714,-3.2332927364491058,-4.713091147137423
32,images//929215_352643904900366_812094193_n-9-47.png,63.294960314171846,12.296337132816749,37.939463234754385
33,images//929215_352643904900366_812094193_n-9-924.png,48.12484528869473,10.563647394965875,18.462201289362543
34,images//929215_352643904900366_812094193_n-9-717.png,51.54296555666747,6.883186485805707,0.9960705922986055
35,images//929215_352643904900366_812094193_n-9-1300.png,12.639018856744924,0.48343683004562177,-1.1386473328331015
36,images//929215_352643904900366_812094193_n-9-1314.png,56.67680918540049,4.518131625991777,28.571702479085655
37,images//929215_352643904900366_812094193_n-9-703.png,51.97592446954406,8.217252572744837,-0.8122032487417155
38,images//929215_352643904900366_812094193_n-9-90.png,37.60603911739751,0.050072245231171486,2.522727579347097
39,images//929215_352643904900366_812094193_n-9-84.png,53.68247966478708,0.802805275541842,14.076347997020706
40,images//929215_352643904900366_812094193_n-9-1328.png,54.401759204309194,-7.712319889621266,6.598171710332746
41,images//13694804_407911672736665_843254416_n.png,40.25052616522542,-2.491160654086481,7.1128192689454295
42,images//11930777_494767370681879_1497597130_n.png,18.928368507500657,2.763361047068985,5.432444534190217
43,images//11186908_464523330377592_232248525_n.png,56.43386168297168,6.885359768147353,7.372185752674872
44,images//929215_352643904900366_812094193_n-9-298.png,64.2974273802374,-1.6922676772668892,2.897852083589899
45,images//29737235_1966892993627275_6167046783303155712_n.png,35.12813030168465,4.392209131652051,2.2383867423454396
46,images//929215_352643904900366_812094193_n-9-1102.png,45.80302871290702,-3.046912724934991,-2.3241921578511917
47,images//929215_352643904900366_812094193_n-9-273.png,51.86467093765242,-7.583276873135461,9.534087239935205
48,images//929215_352643904900366_812094193_n-9-515.png,38.72573142641717,4.48204239365943,1.7444158106531045
49,images//929215_352643904900366_812094193_n-9-501.png,56.12313839419668,-6.389471196636869,-9.553547532342076
50,images//929215_352643904900366_812094193_n-9-267.png,50.8232012429461,51.71473966957708,43.420433442798235
51,images//929215_352643904900366_812094193_n-9-529.png,47.80117848294668,4.693071552948346,-9.281375922302967
52,images//929215_352643904900366_812094193_n-9-528.png,44.02884363277772,1.5503509292150666,8.56349129359506
53,images//11236335_588001668004830_13209147_n.png,70.4847026441694,-6.7988445131197555,12.42934734980496
54,images//929215_352643904900366_812094193_n-9-500.png,50.89297727942012,-4.349192563453094,9.244048306177364
55,images//929215_352643904900366_812094193_n-9-1117.png,45.21139672210972,2.586247963931233,-10.827054277546356
56,images//929215_352643904900366_812094193_n-9-266.png,40.97681957009129,1.9626032515493907,3.1787931514394456
57,images//929215_352643904900366_812094193_n-9-272.png,49.53270041179749,10.339493483514673,30.519771571873797
58,images//929215_352643904900366_812094193_n-9-1103.png,51.30569163415923,-3.8813326337622738,-10.018531182451198
59,images//929215_352643904900366_812094193_n-9-514.png,41.91403769525728,8.658950893328306,3.555898405910926
60,images//38678725_277911056143429_8606596771595943936_n.png,46.03508224241754,1.746808868290277,0.18637840570769793
61,images//22639164_125039084828596_5001082330601750528_n.png,45.319416873782956,3.6126131276110547,13.509092107418853
62,images//929215_352643904900366_812094193_n-9-299.png,44.789785790445904,3.574670197502934,0.990268882371931
63,images//929215_352643904900366_812094193_n-9-1329.png,40.740659603464316,2.965912015024221,19.472345192687918
64,images//929215_352643904900366_812094193_n-9-85.png,54.279868797342004,-1.361882799643892,9.143416066852561
65,images//929215_352643904900366_812094193_n-9-91.png,44.45373451207048,3.3848118723723903,13.30127850016422
66,images//929215_352643904900366_812094193_n-9-1315.png,50.73296055374115,3.45811563680462,1.6345952670100852
67,images//11055514_384156388437684_889408325_n.png,68.82965836481017,0.5634606582964669,0.03742026644699295
68,images//929215_352643904900366_812094193_n-9-702.png,37.980697633171104,-0.3218157086138178,12.88480221368507
69,images//929215_352643904900366_812094193_n-9-716.png,50.880206059124305,-8.845113747478075,-0.8915208370082986
70,images//13696849_1141633672562133_1758115829_n.png,65.48608656125191,5.591013961345507,4.577936883282371
71,images//929215_352643904900366_812094193_n-9-1301.png,43.303030435180915,3.803415781606646,1.9261497342737326
72,images//929215_352643904900366_812094193_n-9-46.png,44.42639297793145,15.139647813913193,25.706299305961146
73,images//929215_352643904900366_812094193_n-9-925.png,43.215560244520084,-8.451666827719794,3.875505933948736
